composition,thermal_conductivity,temperature,NComp,Comp_L2Norm,Comp_L3Norm,Comp_L5Norm,Comp_L7Norm,Comp_L10Norm,mean_Number,maxdiff_Number,dev_Number,max_Number,min_Number,most_Number,mean_MendeleevNumber,maxdiff_MendeleevNumber,dev_MendeleevNumber,max_MendeleevNumber,min_MendeleevNumber,most_MendeleevNumber,mean_AtomicWeight,maxdiff_AtomicWeight,dev_AtomicWeight,max_AtomicWeight,min_AtomicWeight,most_AtomicWeight,mean_MeltingT,maxdiff_MeltingT,dev_MeltingT,max_MeltingT,min_MeltingT,most_MeltingT,mean_Column,maxdiff_Column,dev_Column,max_Column,min_Column,most_Column,mean_Row,maxdiff_Row,dev_Row,max_Row,min_Row,most_Row,mean_CovalentRadius,maxdiff_CovalentRadius,dev_CovalentRadius,max_CovalentRadius,min_CovalentRadius,most_CovalentRadius,mean_Electronegativity,maxdiff_Electronegativity,dev_Electronegativity,max_Electronegativity,min_Electronegativity,most_Electronegativity,mean_NsValence,maxdiff_NsValence,dev_NsValence,max_NsValence,min_NsValence,most_NsValence,mean_NpValence,maxdiff_NpValence,dev_NpValence,max_NpValence,min_NpValence,most_NpValence,mean_NdValence,maxdiff_NdValence,dev_NdValence,max_NdValence,min_NdValence,most_NdValence,mean_NfValence,maxdiff_NfValence,dev_NfValence,max_NfValence,min_NfValence,most_NfValence,mean_NValance,maxdiff_NValance,dev_NValance,max_NValance,min_NValance,most_NValance,mean_NsUnfilled,maxdiff_NsUnfilled,dev_NsUnfilled,max_NsUnfilled,min_NsUnfilled,most_NsUnfilled,mean_NpUnfilled,maxdiff_NpUnfilled,dev_NpUnfilled,max_NpUnfilled,min_NpUnfilled,most_NpUnfilled,mean_NdUnfilled,maxdiff_NdUnfilled,dev_NdUnfilled,max_NdUnfilled,min_NdUnfilled,most_NdUnfilled,mean_NfUnfilled,maxdiff_NfUnfilled,dev_NfUnfilled,max_NfUnfilled,min_NfUnfilled,most_NfUnfilled,mean_NUnfilled,maxdiff_NUnfilled,dev_NUnfilled,max_NUnfilled,min_NUnfilled,most_NUnfilled,mean_GSvolume_pa,maxdiff_GSvolume_pa,dev_GSvolume_pa,max_GSvolume_pa,min_GSvolume_pa,most_GSvolume_pa,mean_GSbandgap,maxdiff_GSbandgap,dev_GSbandgap,max_GSbandgap,min_GSbandgap,most_GSbandgap,mean_GSmagmom,maxdiff_GSmagmom,dev_GSmagmom,max_GSmagmom,min_GSmagmom,most_GSmagmom,mean_SpaceGroupNumber,maxdiff_SpaceGroupNumber,dev_SpaceGroupNumber,max_SpaceGroupNumber,min_SpaceGroupNumber,most_SpaceGroupNumber,frac_sValence,frac_pValence,frac_dValence,frac_fValence,CanFormIonic,MaxIonicChar,MeanIonicChar,Class
MoSi2,65,313.15,2,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,23.33333333,28,12.44444444,42,14,14,68.66666667,28,12.44444444,78,50,78,50.71033333,67.8745,30.16644444,95.96,28.0855,28.0855,2090,1209,537.3333333,2896,1687,1687,11.33333333,8,3.555555556,14,6,14,3.666666667,2,0.888888889,5,3,3,125.3333333,43,19.11111111,154,111,111,1.986666667,0.26,0.115555556,2.16,1.9,1.9,1.666666667,1,0.444444444,2,1,2,1.333333333,2,0.888888889,2,0,2,1.666666667,5,2.222222222,5,0,0,0,0,0,0,0,0,4.666666667,2,0.888888889,6,4,4,0.333333333,1,0.444444444,1,0,0,2.666666667,4,1.777777778,4,0,4,1.666666667,5,2.222222222,5,0,0,0,0,0,0,0,0,4.666666667,2,0.888888889,6,4,4,18.85666667,4.75,2.111111111,20.44,15.69,20.44,0.515333333,0.773,0.343555556,0.773,0,0.773,0,0,0,0,0,0,227.6666667,2,0.888888889,229,227,227,0.357142857,0.285714286,0.357142857,0,0,0.016757996,0.007447998,None
VC,19.1,313.15,2,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,14.5,17,8.5,23,6,14.5,61.5,31,15.5,77,46,61.5,31.4761,38.9308,19.4654,50.9415,12.0107,31.4761,3003,1640,820,3823,2183,3003,9.5,9,4.5,14,5,9.5,3,2,1,4,2,3,114.5,77,38.5,153,76,114.5,2.09,0.92,0.46,2.55,1.63,2.09,2,0,0,2,2,2,1,2,1,2,0,1,1.5,3,1.5,3,0,1.5,0,0,0,0,0,0,4.5,1,0.5,5,4,4.5,0,0,0,0,0,0,2,4,2,4,0,2,3.5,7,3.5,7,0,3.5,0,0,0,0,0,0,5.5,3,1.5,7,4,5.5,9.325,7.37,3.685,13.01,5.64,9.325,2.248,4.496,2.248,4.496,0,2.248,0,0,0,0,0,0,211.5,35,17.5,229,194,211.5,0.444444444,0.222222222,0.333333333,0,1,0.190711652,0.095355826,None
TaSi2,21.9,313.15,2,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,33.66666667,59,26.22222222,73,14,14,68,30,13.33333333,78,48,78,79.03962667,152.86238,67.93883556,180.94788,28.0855,28.0855,2221.333333,1603,712.4444444,3290,1687,1687,11,9,4,14,5,14,4,3,1.333333333,6,3,3,130.6666667,59,26.22222222,170,111,111,1.766666667,0.4,0.177777778,1.9,1.5,1.9,2,0,0,2,2,2,1.333333333,2,0.888888889,2,0,2,1,3,1.333333333,3,0,0,4.666666667,14,6.222222222,14,0,0,9,15,6.666666667,19,4,4,0,0,0,0,0,0,2.666666667,4,1.777777778,4,0,4,2.333333333,7,3.111111111,7,0,0,0,0,0,0,0,0,5,3,1.333333333,7,4,4,19.66666667,2.32,1.031111111,20.44,18.12,20.44,0.515333333,0.773,0.343555556,0.773,0,0.773,0,0,0,0,0,0,227.6666667,2,0.888888889,229,227,227,0.222222222,0.148148148,0.111111111,0.518518519,0,0.039210561,0.017426916,None
TiSi2,45.9,313.15,2,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,16.66666667,8,3.555555556,22,14,14,66.33333333,35,15.55555556,78,43,78,34.67933333,19.7815,8.791777778,47.867,28.0855,28.0855,1771.666667,254,112.8888889,1941,1687,1687,10.66666667,10,4.444444444,14,4,14,3.333333333,1,0.444444444,4,3,3,127.3333333,49,21.77777778,160,111,111,1.78,0.36,0.16,1.9,1.54,1.9,2,0,0,2,2,2,1.333333333,2,0.888888889,2,0,2,0.666666667,2,0.888888889,2,0,0,0,0,0,0,0,0,4,0,0,4,4,4,0,0,0,0,0,0,2.666666667,4,1.777777778,4,0,4,2.666666667,8,3.555555556,8,0,0,0,0,0,0,0,0,5.333333333,4,1.777777778,8,4,4,19.19,3.75,1.666666667,20.44,16.69,20.44,0.515333333,0.773,0.343555556,0.773,0,0.773,7.51E-06,2.25E-05,1.00E-05,2.25E-05,0,0,216,33,14.66666667,227,194,227,0.5,0.333333333,0.166666667,0,0,0.031880743,0.014169219,None
WSi2,46.9,313.15,2,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,34,60,26.66666667,74,14,14,69,27,12,78,51,78,80.00366667,155.7545,69.22422222,183.84,28.0855,28.0855,2356.333333,2008,892.4444444,3695,1687,1687,11.33333333,8,3.555555556,14,6,14,4,3,1.333333333,6,3,3,128,51,22.66666667,162,111,111,2.053333333,0.46,0.204444444,2.36,1.9,1.9,2,0,0,2,2,2,1.333333333,2,0.888888889,2,0,2,1.333333333,4,1.777777778,4,0,0,4.666666667,14,6.222222222,14,0,0,9.333333333,16,7.111111111,20,4,4,0,0,0,0,0,0,2.666666667,4,1.777777778,4,0,4,2,6,2.666666667,6,0,0,0,0,0,0,0,0,4.666666667,2,0.888888889,6,4,4,18.97666667,4.39,1.951111111,20.44,16.05,20.44,0.515333333,0.773,0.343555556,0.773,0,0.773,0,0,0,0,0,0,227.6666667,2,0.888888889,229,227,227,0.214285714,0.142857143,0.142857143,0.5,0,0.051525145,0.022900064,None
Mo0.2Ta0.2Ni0.2Cr0.2W0.2B,2.05,673.15,6,0.547722558,0.506579702,0.500159898,0.500004571,0.500000026,26.6,69,22.12,74,5,5,61.9,24,10.1,72,48,72,62.549238,173.029,54.6200332,183.84,10.811,10.811,2552.9,1967,444.46,3695,1728,2348,9.8,8,3.24,13,5,13,3.5,4,1.5,6,2,2,116.9,86,32.9,170,84,84,1.979,0.86,0.1734,2.36,1.5,2.04,1.8,1,0.32,2,1,2,0.5,1,0.5,1,0,1,2.5,8,2.5,8,0,0,2.8,14,4.48,14,0,0,7.6,17,5.24,20,3,3,0.2,1,0.32,1,0,0,2.5,5,2.5,5,0,5,2.5,7,2.6,7,0,0,0,0,0,0,0,0,5.2,5,0.84,7,2,5,10.72325,10.9475,3.6314,18.12,7.1725,7.1725,0.762,1.524,0.762,1.524,0,1.524,0.05953947,0.5953947,0.107171046,0.5953947,0,0,197.1,63,31.1,229,166,166,0.236842105,0.065789474,0.328947368,0.368421053,0,0.168812602,0.025599298,None
MoB,9.67,673.15,2,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,23.5,37,18.5,42,5,23.5,61,22,11,72,50,61,53.3855,85.149,42.5745,95.96,10.811,53.3855,2622,548,274,2896,2348,2622,9.5,7,3.5,13,6,9.5,3.5,3,1.5,5,2,3.5,119,70,35,154,84,119,2.1,0.12,0.06,2.16,2.04,2.1,1.5,1,0.5,2,1,1.5,0.5,1,0.5,1,0,0.5,2.5,5,2.5,5,0,2.5,0,0,0,0,0,0,4.5,3,1.5,6,3,4.5,0.5,1,0.5,1,0,0.5,2.5,5,2.5,5,0,2.5,2.5,5,2.5,5,0,2.5,0,0,0,0,0,0,5.5,1,0.5,6,5,5.5,11.43125,8.5175,4.25875,15.69,7.1725,11.43125,0.762,1.524,0.762,1.524,0,0.762,0,0,0,0,0,0,197.5,63,31.5,229,166,197.5,0.333333333,0.111111111,0.555555556,0,0,0.003593528,0.001796764,None
CrB,12,673.15,2,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,14.5,19,9.5,24,5,14.5,60.5,23,11.5,72,49,60.5,31.40355,41.1851,20.59255,51.9961,10.811,31.40355,2264,168,84,2348,2180,2264,9.5,7,3.5,13,6,9.5,3,2,1,4,2,3,111.5,55,27.5,139,84,111.5,1.85,0.38,0.19,2.04,1.66,1.85,1.5,1,0.5,2,1,1.5,0.5,1,0.5,1,0,0.5,2.5,5,2.5,5,0,2.5,0,0,0,0,0,0,4.5,3,1.5,6,3,4.5,0.5,1,0.5,1,0,0.5,2.5,5,2.5,5,0,2.5,2.5,5,2.5,5,0,2.5,0,0,0,0,0,0,5.5,1,0.5,6,5,5.5,9.18125,4.0175,2.00875,11.19,7.1725,9.18125,0.762,1.524,0.762,1.524,0,0.762,0,0,0,0,0,0,197.5,63,31.5,229,166,197.5,0.333333333,0.111111111,0.555555556,0,0,0.035456166,0.017728083,None
WB,9.57,673.15,2,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,39.5,69,34.5,74,5,39.5,61.5,21,10.5,72,51,61.5,97.3255,173.029,86.5145,183.84,10.811,97.3255,3021.5,1347,673.5,3695,2348,3021.5,9.5,7,3.5,13,6,9.5,4,4,2,6,2,4,123,78,39,162,84,123,2.2,0.32,0.16,2.36,2.04,2.2,2,0,0,2,2,2,0.5,1,0.5,1,0,0.5,2,4,2,4,0,2,7,14,7,14,0,7,11.5,17,8.5,20,3,11.5,0,0,0,0,0,0,2.5,5,2.5,5,0,2.5,3,6,3,6,0,3,0,0,0,0,0,0,5.5,1,0.5,6,5,5.5,11.61125,8.8775,4.43875,16.05,7.1725,11.61125,0.762,1.524,0.762,1.524,0,0.762,0,0,0,0,0,0,197.5,63,31.5,229,166,197.5,0.173913043,0.043478261,0.173913043,0.608695652,0,0.025275098,0.012637549,None
TiP2O7,1.08,298.15,3,0.734846923,0.706069667,0.70027467,0.700015663,0.700000254,10.8,14,3.92,22,8,8,81.8,44,7.76,87,43,87,22.1810324,31.8676,8.65428536,47.867,15.9994,15.9994,295.92,1886.2,337.568,1941,54.8,54.8,14.6,12,2.12,16,4,16,2.4,2,0.56,4,2,2,83.6,94,24.64,160,66,66,3,1.9,0.616,3.44,1.54,3.44,2,0,0,2,2,2,3.4,4,0.84,4,0,4,0.2,2,0.36,2,0,0,0,0,0,0,0,0,5.6,2,0.56,6,4,6,0,0,0,0,0,0,2,3,0.4,3,0,2,0.8,8,1.44,8,0,0,0,0,0,0,0,0,2.8,6,1.12,8,2,2,12.55654762,13.4652381,4.832166667,22.5702381,9.105,9.105,0.325,1.625,0.52,1.625,0,0,2.25E-06,2.25E-05,4.06E-06,2.25E-05,0,0,28.2,192,33.16,194,2,12,0.357142857,0.607142857,0.035714286,0,1,0.594445495,0.177774413,None
ZrP2O7,0.92,298.15,3,0.734846923,0.706069667,0.70027467,0.700015663,0.700000254,12.6,32,6.44,40,8,8,81.9,43,7.58,87,44,87,26.5167324,75.2246,14.72426536,91.224,15.9994,15.9994,314.62,2073.2,363.748,2128,54.8,54.8,14.6,12,2.12,16,4,16,2.5,3,0.7,5,2,2,85.1,109,26.74,175,66,66,2.979,2.11,0.6454,3.44,1.33,3.44,2,0,0,2,2,2,3.4,4,0.84,4,0,4,0.2,2,0.36,2,0,0,0,0,0,0,0,0,5.6,2,0.56,6,4,6,0,0,0,0,0,0,2,3,0.4,3,0,2,0.8,8,1.44,8,0,0,0,0,0,0,0,0,2.8,6,1.12,8,2,2,13.20704762,14.09,5.742866667,23.195,9.105,9.105,0.325,1.625,0.52,1.625,0,0,0,0,0,0,0,0,28.2,192,33.16,194,2,12,0.357142857,0.607142857,0.035714286,0,1,0.671436448,0.19129613,None
HfP2O7,0.79,298.15,3,0.734846923,0.706069667,0.70027467,0.700015663,0.700000254,15.8,64,11.24,72,8,8,82,42,7.4,87,45,87,35.2433324,162.4906,28.64933352,178.49,15.9994,15.9994,352.42,2451.2,430.716,2506,54.8,54.8,14.6,12,2.12,16,4,16,2.6,4,0.84,6,2,2,85.1,109,26.74,175,66,66,2.976,2.14,0.6496,3.44,1.3,3.44,2,0,0,2,2,2,3.4,4,0.84,4,0,4,0.2,2,0.36,2,0,0,1.4,14,2.52,14,0,0,7,13,2.2,18,5,6,0,0,0,0,0,0,2,3,0.4,3,0,2,0.8,8,1.44,8,0,0,0,0,0,0,0,0,2.8,6,1.12,8,2,2,13.10754762,13.4652381,5.603566667,22.5702381,9.105,9.105,0.325,1.625,0.52,1.625,0,0,0,0,0,0,0,0,28.2,192,33.16,194,2,12,0.285714286,0.485714286,0.028571429,0.2,1,0.681744258,0.193172745,None
TiZrHfP2O7,0.78,298.15,5,0.623609564,0.589503663,0.583576086,0.583346588,0.583333545,18.33333333,64,13.16666667,72,8,8,75.58333333,44,15.79166667,87,43,87,40.96036033,162.4906,32.4499865,178.49,15.9994,15.9994,632.7666667,2451.2,779.45,2506,54.8,54.8,12.83333333,12,4.416666667,16,4,16,2.916666667,4,1.069444444,6,2,2,98.83333333,109,38.30555556,175,66,66,2.719166667,2.14,0.840972222,3.44,1.3,3.44,2,0,0,2,2,2,2.833333333,4,1.416666667,4,0,4,0.5,2,0.75,2,0,0,1.166666667,14,2.138888889,14,0,0,6.5,14,1.916666667,18,4,6,0,0,0,0,0,0,1.666666667,3,0.833333333,3,0,2,2,8,3,8,0,0,0,0,0,0,0,0,3.666666667,6,2.166666667,8,2,2,14.24670635,14.09,5.998657407,23.195,9.105,9.105,0.270833333,1.625,0.451388889,1.625,0,0,1.88E-06,2.25E-05,3.44E-06,2.25E-05,0,0,55.83333333,192,69.08333333,194,2,12,0.307692308,0.435897436,0.076923077,0.179487179,0,0.681744258,0.265047199,None
Y0.6Yb0.6Lu0.6Eu0.6Er0.6Al5O12,3.81,300,7,0.65345237,0.614251408,0.601499713,0.600186711,0.600009463,17.38,63,13.446,71,8,8,75.01,75,14.388,87,12,87,39.02951415,158.9674,33.66012476,174.9668,15.9994,15.9994,497.0075,1881.2,530.649,1936,54.8,54.8,13.3,13,3.24,16,3,16,2.82,4,0.984,6,2,2,98.38,132,38.856,198,66,66,2.65175,2.255,0.9459,3.44,1.185,3.44,2,0,0,2,2,2,2.65,4,1.62,4,0,4,0.06,1,0.1128,1,0,0,1.41,14,2.4816,14,0,0,6.12,14,1.8912,17,3,6,0,0,0,0,0,0,2.45,5,1.275,5,0,2,0.54,9,1.0152,9,0,0,0.27,7,0.5076,7,0,0,3.26,9,1.7832,9,0,2,14.45485,27.355,6.41982,36.46,9.105,9.105,0,0,0,0,0,0,6.74E-05,0.0022471,1.31E-04,0.0022471,0,0,94.53,217,99.036,229,12,12,0.326797386,0.433006536,0.009803922,0.230392157,1,0.719520951,0.299345256,None
Yb3Al5O12,4.67,300,3,0.667083203,0.617100579,0.601615505,0.600191932,0.60000952,18.55,62,15.435,70,8,8,76.3,48,12.84,87,39,87,42.30312465,157.0546,39.22526261,173.054,15.9994,15.9994,430.0475,1037.2,450.297,1092,54.8,54.8,13.3,13,3.24,16,3,16,2.85,4,1.02,6,2,2,97.9,121,38.28,187,66,66,2.6555,2.18,0.9414,3.44,1.26,3.44,2,0,0,2,2,2,2.65,4,1.62,4,0,4,0,0,0,0,0,0,2.1,14,3.57,14,0,0,6.75,13,2.775,16,3,6,0,0,0,0,0,0,2.45,5,1.275,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2.45,5,1.275,5,0,2,14.701,25.015,6.7152,34.12,9.105,9.105,0,0,0,0,0,0,0,0,0,0,0,0,97.2,213,102.24,225,12,12,0.296296296,0.392592593,0,0.311111111,1,0.695200166,0.297525035,None
Y3Al5O12,11.2,300,3,0.667083203,0.617100579,0.601615505,0.600191932,0.60000952,13.9,31,7.53,39,8,8,72.25,75,18.075,87,12,87,29.68090215,72.90645,17.76748436,88.90585,15.9994,15.9994,536.0975,1744.2,577.557,1799,54.8,54.8,13.3,13,3.24,16,3,16,2.7,3,0.84,5,2,2,98.35,124,38.82,190,66,66,2.6495,2.22,0.9486,3.44,1.22,3.44,2,0,0,2,2,2,2.65,4,1.62,4,0,4,0.15,1,0.255,1,0,0,0,0,0,0,0,0,4.8,3,1.44,6,3,6,0,0,0,0,0,0,2.45,5,1.275,5,0,2,1.35,9,2.295,9,0,0,0,0,0,0,0,0,3.8,7,2.16,9,2,2,14.43775,23.26,6.3993,32.365,9.105,9.105,0,0,0,0,0,0,0,0,0,0,0,0,92.55,213,96.66,225,12,12,0.416666667,0.552083333,0.03125,0,1,0.708320593,0.300422986,None
ZrC,33.5,298.15,2,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,23,34,17,40,6,23,60.5,33,16.5,77,44,60.5,51.61735,79.2133,39.60665,91.224,12.0107,51.61735,2975.5,1695,847.5,3823,2128,2975.5,9,10,5,14,4,9,3.5,3,1.5,5,2,3.5,125.5,99,49.5,175,76,125.5,1.94,1.22,0.61,2.55,1.33,1.94,2,0,0,2,2,2,1,2,1,2,0,1,1,2,1,2,0,1,0,0,0,0,0,0,4,0,0,4,4,4,0,0,0,0,0,0,2,4,2,4,0,2,4,8,4,8,0,4,0,0,0,0,0,0,6,4,2,8,4,6,14.4175,17.555,8.7775,23.195,5.64,14.4175,2.248,4.496,2.248,4.496,0,2.248,0,0,0,0,0,0,194,0,0,194,194,194,0.5,0.25,0.25,0,1,0.310714689,0.155357345,None
NbC,16.3,298.15,2,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,23.5,35,17.5,41,6,23.5,62,30,15,77,47,62,52.45854,80.89568,40.44784,92.90638,12.0107,52.45854,3286.5,1073,536.5,3823,2750,3286.5,9.5,9,4.5,14,5,9.5,3.5,3,1.5,5,2,3.5,120,88,44,164,76,120,2.075,0.95,0.475,2.55,1.6,2.075,1.5,1,0.5,2,1,1.5,1,2,1,2,0,1,2,4,2,4,0,2,0,0,0,0,0,0,4.5,1,0.5,5,4,4.5,0.5,1,0.5,1,0,0.5,2,4,2,4,0,2,3,6,3,6,0,3,0,0,0,0,0,0,5.5,3,1.5,7,4,5.5,11.91,12.54,6.27,18.18,5.64,11.91,2.248,4.496,2.248,4.496,0,2.248,0,0,0,0,0,0,211.5,35,17.5,229,194,211.5,0.333333333,0.222222222,0.444444444,0,0,0.201982698,0.100991349,None
TiC,22.2,298.15,2,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,14,16,8,22,6,14,60,34,17,77,43,60,29.93885,35.8563,17.92815,47.867,12.0107,29.93885,2882,1882,941,3823,1941,2882,9,10,5,14,4,9,3,2,1,4,2,3,118,84,42,160,76,118,2.045,1.01,0.505,2.55,1.54,2.045,2,0,0,2,2,2,1,2,1,2,0,1,1,2,1,2,0,1,0,0,0,0,0,0,4,0,0,4,4,4,0,0,0,0,0,0,2,4,2,4,0,2,4,8,4,8,0,4,0,0,0,0,0,0,6,4,2,8,4,6,11.165,11.05,5.525,16.69,5.64,11.165,2.248,4.496,2.248,4.496,0,2.248,1.13E-05,2.25E-05,1.13E-05,2.25E-05,0,1.13E-05,194,0,0,194,194,194,0.5,0.25,0.25,0,1,0.225102875,0.112551437,None
VC,38.9,298.15,2,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,14.5,17,8.5,23,6,14.5,61.5,31,15.5,77,46,61.5,31.4761,38.9308,19.4654,50.9415,12.0107,31.4761,3003,1640,820,3823,2183,3003,9.5,9,4.5,14,5,9.5,3,2,1,4,2,3,114.5,77,38.5,153,76,114.5,2.09,0.92,0.46,2.55,1.63,2.09,2,0,0,2,2,2,1,2,1,2,0,1,1.5,3,1.5,3,0,1.5,0,0,0,0,0,0,4.5,1,0.5,5,4,4.5,0,0,0,0,0,0,2,4,2,4,0,2,3.5,7,3.5,7,0,3.5,0,0,0,0,0,0,5.5,3,1.5,7,4,5.5,9.325,7.37,3.685,13.01,5.64,9.325,2.248,4.496,2.248,4.496,0,2.248,0,0,0,0,0,0,211.5,35,17.5,229,194,211.5,0.444444444,0.222222222,0.333333333,0,1,0.190711652,0.095355826,None
Zr0.25Nb0.25Ti0.25V0.25C,15.3,298.15,5,0.559016994,0.510206888,0.500390016,0.500017437,0.500000191,18.75,35,12.75,41,6,6,61,34,16,77,43,77,41.37271,80.89568,29.36201,92.90638,12.0107,12.0107,3036.75,1882,786.25,3823,1941,3823,9.25,10,4.75,14,4,14,3.25,3,1.25,5,2,2,119.5,99,43.5,175,76,76,2.0375,1.22,0.5125,2.55,1.33,2.55,1.875,1,0.21875,2,1,2,1,2,1,2,0,2,1.375,4,1.375,4,0,0,0,0,0,0,0,0,4.25,1,0.375,5,4,4,0.125,1,0.21875,1,0,0,2,4,2,4,0,4,3.625,8,3.625,8,0,0,0,0,0,0,0,0,5.75,4,1.75,8,4,4,11.704375,17.555,6.064375,23.195,5.64,5.64,2.248,4.496,2.248,4.496,0,4.496,2.82E-06,2.25E-05,4.93E-06,2.25E-05,0,0,202.75,35,13.125,229,194,194,0.441176471,0.235294118,0.323529412,0,1,0.310714689,0.117764635,None
Zn0.1Ca0.1Sr0.4Ba0.4ZrO3,1.46,298.15,6,0.643117408,0.60825624,0.600503106,0.600039313,0.600001016,21.32,48,16.0368,56,8,8,63.88,80,27.9488,87,7,87,47.94936,121.3276,38.6548064,137.327,15.9994,15.9994,658.6336,2073.2,724.60032,2128,54.8,54.8,11,14,6.04,16,2,16,3.24,4,1.488,6,2,2,113.36,149,56.832,215,66,66,2.5302,2.55,1.09176,3.44,0.89,3.44,2,0,0,2,2,2,2.4,4,1.92,4,0,4,0.6,10,0.936,10,0,0,0,0,0,0,0,0,5,10,1.48,12,2,6,0,0,0,0,0,0,1.2,2,0.96,2,0,2,1.6,8,2.56,8,0,0,0,0,0,0,0,0,2.8,8,2.08,8,0,2,20.5622,54.485,14.012728,63.59,9.105,9.105,0,0,0,0,0,0,0,0,0,0,0,0,90.7,217,94.44,229,12,12,0.4,0.48,0.12,0,1,0.803211356,0.349653444,None
Zn0.1Ca0.1Sr0.4Ba0.4ZrO3,1.87,1473.15,6,0.643117408,0.60825624,0.600503106,0.600039313,0.600001016,21.32,48,16.0368,56,8,8,63.88,80,27.9488,87,7,87,47.94936,121.3276,38.6548064,137.327,15.9994,15.9994,658.6336,2073.2,724.60032,2128,54.8,54.8,11,14,6.04,16,2,16,3.24,4,1.488,6,2,2,113.36,149,56.832,215,66,66,2.5302,2.55,1.09176,3.44,0.89,3.44,2,0,0,2,2,2,2.4,4,1.92,4,0,4,0.6,10,0.936,10,0,0,0,0,0,0,0,0,5,10,1.48,12,2,6,0,0,0,0,0,0,1.2,2,0.96,2,0,2,1.6,8,2.56,8,0,0,0,0,0,0,0,0,2.8,8,2.08,8,0,2,20.5622,54.485,14.012728,63.59,9.105,9.105,0,0,0,0,0,0,0,0,0,0,0,0,90.7,217,94.44,229,12,12,0.4,0.48,0.12,0,1,0.803211356,0.349653444,None
BaZrO3,5.75,1273.15,3,0.663324958,0.614463365,0.600984419,0.600078355,0.600002032,24,48,19.2,56,8,8,62.8,78,29.04,87,9,87,55.30984,121.3276,47.172528,137.327,15.9994,15.9994,658.48,2073.2,724.416,2128,54.8,54.8,10.8,14,6.24,16,2,16,3.4,4,1.68,6,2,2,117.6,149,61.92,215,66,66,2.508,2.55,1.1184,3.44,0.89,3.44,2,0,0,2,2,2,2.4,4,1.92,4,0,4,0.4,2,0.64,2,0,0,0,0,0,0,0,0,4.8,4,1.44,6,2,6,0,0,0,0,0,0,1.2,2,0.96,2,0,2,1.6,8,2.56,8,0,0,0,0,0,0,0,0,2.8,8,2.08,8,0,2,22.82,54.485,16.458,63.59,9.105,9.105,0,0,0,0,0,0,0,0,0,0,0,0,91.8,217,95.76,229,12,12,0.416666667,0.5,0.083333333,0,1,0.803211356,0.357695264,None
SrZrO3,2.23,623.15,3,0.663324958,0.614463365,0.600984419,0.600078355,0.600002032,20.4,32,14.88,40,8,8,62.6,79,29.28,87,8,87,45.36844,75.2246,35.242848,91.224,15.9994,15.9994,668.48,2073.2,736.416,2128,54.8,54.8,10.8,14,6.24,16,2,16,3.2,3,1.44,5,2,2,113.6,129,57.12,195,66,66,2.52,2.49,1.104,3.44,0.95,3.44,2,0,0,2,2,2,2.4,4,1.92,4,0,4,0.4,2,0.64,2,0,0,0,0,0,0,0,0,4.8,4,1.44,6,2,6,0,0,0,0,0,0,1.2,2,0.96,2,0,2,1.6,8,2.56,8,0,0,0,0,0,0,0,0,2.8,8,2.08,8,0,2,20.948,45.125,14.2116,54.23,9.105,9.105,0,0,0,0,0,0,0,0,0,0,0,0,91,213,94.8,225,12,12,0.416666667,0.5,0.083333333,0,1,0.787757332,0.353043001,None
BaZrO3,2.84,298.15,3,0.663324958,0.614463365,0.600984419,0.600078355,0.600002032,24,48,19.2,56,8,8,62.8,78,29.04,87,9,87,55.30984,121.3276,47.172528,137.327,15.9994,15.9994,658.48,2073.2,724.416,2128,54.8,54.8,10.8,14,6.24,16,2,16,3.4,4,1.68,6,2,2,117.6,149,61.92,215,66,66,2.508,2.55,1.1184,3.44,0.89,3.44,2,0,0,2,2,2,2.4,4,1.92,4,0,4,0.4,2,0.64,2,0,0,0,0,0,0,0,0,4.8,4,1.44,6,2,6,0,0,0,0,0,0,1.2,2,0.96,2,0,2,1.6,8,2.56,8,0,0,0,0,0,0,0,0,2.8,8,2.08,8,0,2,22.82,54.485,16.458,63.59,9.105,9.105,0,0,0,0,0,0,0,0,0,0,0,0,91.8,217,95.76,229,12,12,0.416666667,0.5,0.083333333,0,1,0.803211356,0.357695264,None
