composition,temperature,NComp,mean_Number,maxdiff_Number,dev_Number,min_Number,most_Number,mean_MendeleevNumber,maxdiff_MendeleevNumber,dev_MendeleevNumber,max_MendeleevNumber,most_MendeleevNumber,maxdiff_MeltingT,dev_MeltingT,max_MeltingT,maxdiff_Column,dev_Column,maxdiff_Row,dev_Row,mean_Electronegativity,maxdiff_NsValence,dev_NpValence,maxdiff_NdValence,dev_NdValence,max_NdValence,mean_NfValence,most_NfValence,mean_NValance,maxdiff_NValance,min_NValance,most_NValance,mean_NpUnfilled,maxdiff_NpUnfilled,most_NpUnfilled,mean_NdUnfilled,maxdiff_NdUnfilled,dev_NdUnfilled,mean_NfUnfilled,mean_NUnfilled,maxdiff_NUnfilled,dev_NUnfilled,min_NUnfilled,mean_GSvolume_pa,maxdiff_GSvolume_pa,dev_GSvolume_pa,min_GSvolume_pa,most_GSvolume_pa,most_GSbandgap,max_SpaceGroupNumber,CanFormIonic,thermal_conductivity
Y3NbO7,680.0,3,19.45454545,33,14.5785124,8,8.0,62.90909091,75,30.66115702,87,87.0,2695.2,917.2661157,2750.0,13,5.785123967,3,1.388429752,2.667272727,1,1.851239669,4,0.809917355,4,0.0,0.0,5.090909091,3,3,6.0,1.272727273,2,2.0,3.0,9,3.818181818,0.0,4.363636364,7,3.008264463,2,16.27363636,23.26,9.123719008,9.105,9.105,0.0,229,1,1.5
Y3NbO7,780.0,3,19.45454545,33,14.5785124,8,8.0,62.90909091,75,30.66115702,87,87.0,2695.2,917.2661157,2750.0,13,5.785123967,3,1.388429752,2.667272727,1,1.851239669,4,0.809917355,4,0.0,0.0,5.090909091,3,3,6.0,1.272727273,2,2.0,3.0,9,3.818181818,0.0,4.363636364,7,3.008264463,2,16.27363636,23.26,9.123719008,9.105,9.105,0.0,229,1,1.53
Y3NbO7,880.0,3,19.45454545,33,14.5785124,8,8.0,62.90909091,75,30.66115702,87,87.0,2695.2,917.2661157,2750.0,13,5.785123967,3,1.388429752,2.667272727,1,1.851239669,4,0.809917355,4,0.0,0.0,5.090909091,3,3,6.0,1.272727273,2,2.0,3.0,9,3.818181818,0.0,4.363636364,7,3.008264463,2,16.27363636,23.26,9.123719008,9.105,9.105,0.0,229,1,1.55
Y3NbO7,980.0,3,19.45454545,33,14.5785124,8,8.0,62.90909091,75,30.66115702,87,87.0,2695.2,917.2661157,2750.0,13,5.785123967,3,1.388429752,2.667272727,1,1.851239669,4,0.809917355,4,0.0,0.0,5.090909091,3,3,6.0,1.272727273,2,2.0,3.0,9,3.818181818,0.0,4.363636364,7,3.008264463,2,16.27363636,23.26,9.123719008,9.105,9.105,0.0,229,1,1.57
Y3NbO7,1080.0,3,19.45454545,33,14.5785124,8,8.0,62.90909091,75,30.66115702,87,87.0,2695.2,917.2661157,2750.0,13,5.785123967,3,1.388429752,2.667272727,1,1.851239669,4,0.809917355,4,0.0,0.0,5.090909091,3,3,6.0,1.272727273,2,2.0,3.0,9,3.818181818,0.0,4.363636364,7,3.008264463,2,16.27363636,23.26,9.123719008,9.105,9.105,0.0,229,1,1.6
Y3NbO7,1180.0,3,19.45454545,33,14.5785124,8,8.0,62.90909091,75,30.66115702,87,87.0,2695.2,917.2661157,2750.0,13,5.785123967,3,1.388429752,2.667272727,1,1.851239669,4,0.809917355,4,0.0,0.0,5.090909091,3,3,6.0,1.272727273,2,2.0,3.0,9,3.818181818,0.0,4.363636364,7,3.008264463,2,16.27363636,23.26,9.123719008,9.105,9.105,0.0,229,1,1.63
Y3NbO7,1280.0,3,19.45454545,33,14.5785124,8,8.0,62.90909091,75,30.66115702,87,87.0,2695.2,917.2661157,2750.0,13,5.785123967,3,1.388429752,2.667272727,1,1.851239669,4,0.809917355,4,0.0,0.0,5.090909091,3,3,6.0,1.272727273,2,2.0,3.0,9,3.818181818,0.0,4.363636364,7,3.008264463,2,16.27363636,23.26,9.123719008,9.105,9.105,0.0,229,1,1.65
Er3NbO7,300.0,3,27.36363636,60,24.6446281,8,8.0,69.18181818,52,22.67768595,87,87.0,2695.2,907.2,2750.0,13,5.785123967,4,1.73553719,2.672727273,1,1.851239669,4,0.661157025,4,3.272727273,0.0,8.090909091,9,5,6.0,1.272727273,2,2.0,0.545454545,6,0.991735537,0.545454545,2.454545455,5,0.826446281,2,15.78818182,21.48,8.505867769,9.105,9.105,0.0,229,1,1.1
Er3NbO7,380.0,3,27.36363636,60,24.6446281,8,8.0,69.18181818,52,22.67768595,87,87.0,2695.2,907.2,2750.0,13,5.785123967,4,1.73553719,2.672727273,1,1.851239669,4,0.661157025,4,3.272727273,0.0,8.090909091,9,5,6.0,1.272727273,2,2.0,0.545454545,6,0.991735537,0.545454545,2.454545455,5,0.826446281,2,15.78818182,21.48,8.505867769,9.105,9.105,0.0,229,1,1.1
Er3NbO7,480.0,3,27.36363636,60,24.6446281,8,8.0,69.18181818,52,22.67768595,87,87.0,2695.2,907.2,2750.0,13,5.785123967,4,1.73553719,2.672727273,1,1.851239669,4,0.661157025,4,3.272727273,0.0,8.090909091,9,5,6.0,1.272727273,2,2.0,0.545454545,6,0.991735537,0.545454545,2.454545455,5,0.826446281,2,15.78818182,21.48,8.505867769,9.105,9.105,0.0,229,1,1.13
Er3NbO7,580.0,3,27.36363636,60,24.6446281,8,8.0,69.18181818,52,22.67768595,87,87.0,2695.2,907.2,2750.0,13,5.785123967,4,1.73553719,2.672727273,1,1.851239669,4,0.661157025,4,3.272727273,0.0,8.090909091,9,5,6.0,1.272727273,2,2.0,0.545454545,6,0.991735537,0.545454545,2.454545455,5,0.826446281,2,15.78818182,21.48,8.505867769,9.105,9.105,0.0,229,1,1.16
Er3NbO7,680.0,3,27.36363636,60,24.6446281,8,8.0,69.18181818,52,22.67768595,87,87.0,2695.2,907.2,2750.0,13,5.785123967,4,1.73553719,2.672727273,1,1.851239669,4,0.661157025,4,3.272727273,0.0,8.090909091,9,5,6.0,1.272727273,2,2.0,0.545454545,6,0.991735537,0.545454545,2.454545455,5,0.826446281,2,15.78818182,21.48,8.505867769,9.105,9.105,0.0,229,1,1.15
Er3NbO7,780.0,3,27.36363636,60,24.6446281,8,8.0,69.18181818,52,22.67768595,87,87.0,2695.2,907.2,2750.0,13,5.785123967,4,1.73553719,2.672727273,1,1.851239669,4,0.661157025,4,3.272727273,0.0,8.090909091,9,5,6.0,1.272727273,2,2.0,0.545454545,6,0.991735537,0.545454545,2.454545455,5,0.826446281,2,15.78818182,21.48,8.505867769,9.105,9.105,0.0,229,1,1.18
Er3NbO7,880.0,3,27.36363636,60,24.6446281,8,8.0,69.18181818,52,22.67768595,87,87.0,2695.2,907.2,2750.0,13,5.785123967,4,1.73553719,2.672727273,1,1.851239669,4,0.661157025,4,3.272727273,0.0,8.090909091,9,5,6.0,1.272727273,2,2.0,0.545454545,6,0.991735537,0.545454545,2.454545455,5,0.826446281,2,15.78818182,21.48,8.505867769,9.105,9.105,0.0,229,1,1.17
Er3NbO7,980.0,3,27.36363636,60,24.6446281,8,8.0,69.18181818,52,22.67768595,87,87.0,2695.2,907.2,2750.0,13,5.785123967,4,1.73553719,2.672727273,1,1.851239669,4,0.661157025,4,3.272727273,0.0,8.090909091,9,5,6.0,1.272727273,2,2.0,0.545454545,6,0.991735537,0.545454545,2.454545455,5,0.826446281,2,15.78818182,21.48,8.505867769,9.105,9.105,0.0,229,1,1.16
Er3NbO7,1080.0,3,27.36363636,60,24.6446281,8,8.0,69.18181818,52,22.67768595,87,87.0,2695.2,907.2,2750.0,13,5.785123967,4,1.73553719,2.672727273,1,1.851239669,4,0.661157025,4,3.272727273,0.0,8.090909091,9,5,6.0,1.272727273,2,2.0,0.545454545,6,0.991735537,0.545454545,2.454545455,5,0.826446281,2,15.78818182,21.48,8.505867769,9.105,9.105,0.0,229,1,1.2
Er3NbO7,1180.0,3,27.36363636,60,24.6446281,8,8.0,69.18181818,52,22.67768595,87,87.0,2695.2,907.2,2750.0,13,5.785123967,4,1.73553719,2.672727273,1,1.851239669,4,0.661157025,4,3.272727273,0.0,8.090909091,9,5,6.0,1.272727273,2,2.0,0.545454545,6,0.991735537,0.545454545,2.454545455,5,0.826446281,2,15.78818182,21.48,8.505867769,9.105,9.105,0.0,229,1,1.18
Er3NbO7,1280.0,3,27.36363636,60,24.6446281,8,8.0,69.18181818,52,22.67768595,87,87.0,2695.2,907.2,2750.0,13,5.785123967,4,1.73553719,2.672727273,1,1.851239669,4,0.661157025,4,3.272727273,0.0,8.090909091,9,5,6.0,1.272727273,2,2.0,0.545454545,6,0.991735537,0.545454545,2.454545455,5,0.826446281,2,15.78818182,21.48,8.505867769,9.105,9.105,0.0,229,1,1.19
Yb3NbO7,300.0,3,27.90909091,62,25.33884298,8,8.0,70.27272727,48,21.2892562,87,87.0,2695.2,671.861157,2750.0,13,5.785123967,4,1.73553719,2.678181818,1,1.851239669,4,0.661157025,4,3.818181818,0.0,8.636363636,11,5,6.0,1.272727273,2,2.0,0.545454545,6,0.991735537,0.0,1.909090909,7,1.041322314,0,16.75227273,25.015,9.732892562,9.105,9.105,0.0,229,1,1.25
Yb3NbO7,380.0,3,27.90909091,62,25.33884298,8,8.0,70.27272727,48,21.2892562,87,87.0,2695.2,671.861157,2750.0,13,5.785123967,4,1.73553719,2.678181818,1,1.851239669,4,0.661157025,4,3.818181818,0.0,8.636363636,11,5,6.0,1.272727273,2,2.0,0.545454545,6,0.991735537,0.0,1.909090909,7,1.041322314,0,16.75227273,25.015,9.732892562,9.105,9.105,0.0,229,1,1.23
Yb3NbO7,480.0,3,27.90909091,62,25.33884298,8,8.0,70.27272727,48,21.2892562,87,87.0,2695.2,671.861157,2750.0,13,5.785123967,4,1.73553719,2.678181818,1,1.851239669,4,0.661157025,4,3.818181818,0.0,8.636363636,11,5,6.0,1.272727273,2,2.0,0.545454545,6,0.991735537,0.0,1.909090909,7,1.041322314,0,16.75227273,25.015,9.732892562,9.105,9.105,0.0,229,1,1.2
Yb3NbO7,580.0,3,27.90909091,62,25.33884298,8,8.0,70.27272727,48,21.2892562,87,87.0,2695.2,671.861157,2750.0,13,5.785123967,4,1.73553719,2.678181818,1,1.851239669,4,0.661157025,4,3.818181818,0.0,8.636363636,11,5,6.0,1.272727273,2,2.0,0.545454545,6,0.991735537,0.0,1.909090909,7,1.041322314,0,16.75227273,25.015,9.732892562,9.105,9.105,0.0,229,1,1.2
Yb3NbO7,680.0,3,27.90909091,62,25.33884298,8,8.0,70.27272727,48,21.2892562,87,87.0,2695.2,671.861157,2750.0,13,5.785123967,4,1.73553719,2.678181818,1,1.851239669,4,0.661157025,4,3.818181818,0.0,8.636363636,11,5,6.0,1.272727273,2,2.0,0.545454545,6,0.991735537,0.0,1.909090909,7,1.041322314,0,16.75227273,25.015,9.732892562,9.105,9.105,0.0,229,1,1.25
Yb3NbO7,780.0,3,27.90909091,62,25.33884298,8,8.0,70.27272727,48,21.2892562,87,87.0,2695.2,671.861157,2750.0,13,5.785123967,4,1.73553719,2.678181818,1,1.851239669,4,0.661157025,4,3.818181818,0.0,8.636363636,11,5,6.0,1.272727273,2,2.0,0.545454545,6,0.991735537,0.0,1.909090909,7,1.041322314,0,16.75227273,25.015,9.732892562,9.105,9.105,0.0,229,1,1.27
Yb3NbO7,880.0,3,27.90909091,62,25.33884298,8,8.0,70.27272727,48,21.2892562,87,87.0,2695.2,671.861157,2750.0,13,5.785123967,4,1.73553719,2.678181818,1,1.851239669,4,0.661157025,4,3.818181818,0.0,8.636363636,11,5,6.0,1.272727273,2,2.0,0.545454545,6,0.991735537,0.0,1.909090909,7,1.041322314,0,16.75227273,25.015,9.732892562,9.105,9.105,0.0,229,1,1.25
Yb3NbO7,980.0,3,27.90909091,62,25.33884298,8,8.0,70.27272727,48,21.2892562,87,87.0,2695.2,671.861157,2750.0,13,5.785123967,4,1.73553719,2.678181818,1,1.851239669,4,0.661157025,4,3.818181818,0.0,8.636363636,11,5,6.0,1.272727273,2,2.0,0.545454545,6,0.991735537,0.0,1.909090909,7,1.041322314,0,16.75227273,25.015,9.732892562,9.105,9.105,0.0,229,1,1.27
Yb3NbO7,1080.0,3,27.90909091,62,25.33884298,8,8.0,70.27272727,48,21.2892562,87,87.0,2695.2,671.861157,2750.0,13,5.785123967,4,1.73553719,2.678181818,1,1.851239669,4,0.661157025,4,3.818181818,0.0,8.636363636,11,5,6.0,1.272727273,2,2.0,0.545454545,6,0.991735537,0.0,1.909090909,7,1.041322314,0,16.75227273,25.015,9.732892562,9.105,9.105,0.0,229,1,1.2
Yb3NbO7,1180.0,3,27.90909091,62,25.33884298,8,8.0,70.27272727,48,21.2892562,87,87.0,2695.2,671.861157,2750.0,13,5.785123967,4,1.73553719,2.678181818,1,1.851239669,4,0.661157025,4,3.818181818,0.0,8.636363636,11,5,6.0,1.272727273,2,2.0,0.545454545,6,0.991735537,0.0,1.909090909,7,1.041322314,0,16.75227273,25.015,9.732892562,9.105,9.105,0.0,229,1,1.25
Yb3NbO7,1280.0,3,27.90909091,62,25.33884298,8,8.0,70.27272727,48,21.2892562,87,87.0,2695.2,671.861157,2750.0,13,5.785123967,4,1.73553719,2.678181818,1,1.851239669,4,0.661157025,4,3.818181818,0.0,8.636363636,11,5,6.0,1.272727273,2,2.0,0.545454545,6,0.991735537,0.0,1.909090909,7,1.041322314,0,16.75227273,25.015,9.732892562,9.105,9.105,0.0,229,1,1.24
LaMg0.25Al0.5Ta0.25O3,300.0,5,21.75,65,19.225,8,8.0,67.9,74,23.95,87,87.0,3235.2,624.8124,3290.0,14,5.21,4,1.425,2.5855,0,1.8,3,0.525,3,0.7,0.0,5.55,17,2,6.0,1.7,5,2.0,2.15,9,3.225,0.0,3.85,9,2.605,0,16.541,27.7925,8.9354,9.105,9.105,0.0,229,0,1.95
LaMg0.25Al0.5Ta0.25O3,380.0,5,21.75,65,19.225,8,8.0,67.9,74,23.95,87,87.0,3235.2,624.8124,3290.0,14,5.21,4,1.425,2.5855,0,1.8,3,0.525,3,0.7,0.0,5.55,17,2,6.0,1.7,5,2.0,2.15,9,3.225,0.0,3.85,9,2.605,0,16.541,27.7925,8.9354,9.105,9.105,0.0,229,0,1.9
LaMg0.25Al0.5Ta0.25O3,480.0,5,21.75,65,19.225,8,8.0,67.9,74,23.95,87,87.0,3235.2,624.8124,3290.0,14,5.21,4,1.425,2.5855,0,1.8,3,0.525,3,0.7,0.0,5.55,17,2,6.0,1.7,5,2.0,2.15,9,3.225,0.0,3.85,9,2.605,0,16.541,27.7925,8.9354,9.105,9.105,0.0,229,0,1.8
LaMg0.25Al0.5Ta0.25O3,580.0,5,21.75,65,19.225,8,8.0,67.9,74,23.95,87,87.0,3235.2,624.8124,3290.0,14,5.21,4,1.425,2.5855,0,1.8,3,0.525,3,0.7,0.0,5.55,17,2,6.0,1.7,5,2.0,2.15,9,3.225,0.0,3.85,9,2.605,0,16.541,27.7925,8.9354,9.105,9.105,0.0,229,0,1.7
LaMg0.25Al0.5Ta0.25O3,680.0,5,21.75,65,19.225,8,8.0,67.9,74,23.95,87,87.0,3235.2,624.8124,3290.0,14,5.21,4,1.425,2.5855,0,1.8,3,0.525,3,0.7,0.0,5.55,17,2,6.0,1.7,5,2.0,2.15,9,3.225,0.0,3.85,9,2.605,0,16.541,27.7925,8.9354,9.105,9.105,0.0,229,0,1.65
LaMg0.25Al0.5Ta0.25O3,780.0,5,21.75,65,19.225,8,8.0,67.9,74,23.95,87,87.0,3235.2,624.8124,3290.0,14,5.21,4,1.425,2.5855,0,1.8,3,0.525,3,0.7,0.0,5.55,17,2,6.0,1.7,5,2.0,2.15,9,3.225,0.0,3.85,9,2.605,0,16.541,27.7925,8.9354,9.105,9.105,0.0,229,0,1.6
LaMg0.25Al0.5Ta0.25O3,880.0,5,21.75,65,19.225,8,8.0,67.9,74,23.95,87,87.0,3235.2,624.8124,3290.0,14,5.21,4,1.425,2.5855,0,1.8,3,0.525,3,0.7,0.0,5.55,17,2,6.0,1.7,5,2.0,2.15,9,3.225,0.0,3.85,9,2.605,0,16.541,27.7925,8.9354,9.105,9.105,0.0,229,0,1.57
LaMg0.25Al0.5Ta0.25O3,980.0,5,21.75,65,19.225,8,8.0,67.9,74,23.95,87,87.0,3235.2,624.8124,3290.0,14,5.21,4,1.425,2.5855,0,1.8,3,0.525,3,0.7,0.0,5.55,17,2,6.0,1.7,5,2.0,2.15,9,3.225,0.0,3.85,9,2.605,0,16.541,27.7925,8.9354,9.105,9.105,0.0,229,0,1.55
LaMg0.25Al0.5Ta0.25O3,1080.0,5,21.75,65,19.225,8,8.0,67.9,74,23.95,87,87.0,3235.2,624.8124,3290.0,14,5.21,4,1.425,2.5855,0,1.8,3,0.525,3,0.7,0.0,5.55,17,2,6.0,1.7,5,2.0,2.15,9,3.225,0.0,3.85,9,2.605,0,16.541,27.7925,8.9354,9.105,9.105,0.0,229,0,1.56
LaMg0.25Al0.5Ta0.25O3,1180.0,5,21.75,65,19.225,8,8.0,67.9,74,23.95,87,87.0,3235.2,624.8124,3290.0,14,5.21,4,1.425,2.5855,0,1.8,3,0.525,3,0.7,0.0,5.55,17,2,6.0,1.7,5,2.0,2.15,9,3.225,0.0,3.85,9,2.605,0,16.541,27.7925,8.9354,9.105,9.105,0.0,229,0,1.58
Dy2Zr2O7,300.0,3,24.36363636,58,20.82644628,8,8.0,69.0,56,22.90909091,87,87.0,2073.2,856.985124,2128.0,13,5.785123967,4,1.619834711,2.652727273,0,1.851239669,2,0.595041322,2,1.818181818,0.0,6.727272727,8,4,6.0,1.272727273,2,2.0,1.454545455,8,2.380165289,0.727272727,3.454545455,6,1.851239669,2,15.69136364,22.135,8.382644628,9.105,9.105,0.0,194,1,1.0
Dy2Zr2O7,380.0,3,24.36363636,58,20.82644628,8,8.0,69.0,56,22.90909091,87,87.0,2073.2,856.985124,2128.0,13,5.785123967,4,1.619834711,2.652727273,0,1.851239669,2,0.595041322,2,1.818181818,0.0,6.727272727,8,4,6.0,1.272727273,2,2.0,1.454545455,8,2.380165289,0.727272727,3.454545455,6,1.851239669,2,15.69136364,22.135,8.382644628,9.105,9.105,0.0,194,1,1.1
Dy2Zr2O7,480.0,3,24.36363636,58,20.82644628,8,8.0,69.0,56,22.90909091,87,87.0,2073.2,856.985124,2128.0,13,5.785123967,4,1.619834711,2.652727273,0,1.851239669,2,0.595041322,2,1.818181818,0.0,6.727272727,8,4,6.0,1.272727273,2,2.0,1.454545455,8,2.380165289,0.727272727,3.454545455,6,1.851239669,2,15.69136364,22.135,8.382644628,9.105,9.105,0.0,194,1,1.14
Dy2Zr2O7,580.0,3,24.36363636,58,20.82644628,8,8.0,69.0,56,22.90909091,87,87.0,2073.2,856.985124,2128.0,13,5.785123967,4,1.619834711,2.652727273,0,1.851239669,2,0.595041322,2,1.818181818,0.0,6.727272727,8,4,6.0,1.272727273,2,2.0,1.454545455,8,2.380165289,0.727272727,3.454545455,6,1.851239669,2,15.69136364,22.135,8.382644628,9.105,9.105,0.0,194,1,1.2
Dy2Zr2O7,680.0,3,24.36363636,58,20.82644628,8,8.0,69.0,56,22.90909091,87,87.0,2073.2,856.985124,2128.0,13,5.785123967,4,1.619834711,2.652727273,0,1.851239669,2,0.595041322,2,1.818181818,0.0,6.727272727,8,4,6.0,1.272727273,2,2.0,1.454545455,8,2.380165289,0.727272727,3.454545455,6,1.851239669,2,15.69136364,22.135,8.382644628,9.105,9.105,0.0,194,1,1.28
Dy2Zr2O7,780.0,3,24.36363636,58,20.82644628,8,8.0,69.0,56,22.90909091,87,87.0,2073.2,856.985124,2128.0,13,5.785123967,4,1.619834711,2.652727273,0,1.851239669,2,0.595041322,2,1.818181818,0.0,6.727272727,8,4,6.0,1.272727273,2,2.0,1.454545455,8,2.380165289,0.727272727,3.454545455,6,1.851239669,2,15.69136364,22.135,8.382644628,9.105,9.105,0.0,194,1,1.3
Dy2Zr2O7,880.0,3,24.36363636,58,20.82644628,8,8.0,69.0,56,22.90909091,87,87.0,2073.2,856.985124,2128.0,13,5.785123967,4,1.619834711,2.652727273,0,1.851239669,2,0.595041322,2,1.818181818,0.0,6.727272727,8,4,6.0,1.272727273,2,2.0,1.454545455,8,2.380165289,0.727272727,3.454545455,6,1.851239669,2,15.69136364,22.135,8.382644628,9.105,9.105,0.0,194,1,1.35
Dy2Zr2O7,980.0,3,24.36363636,58,20.82644628,8,8.0,69.0,56,22.90909091,87,87.0,2073.2,856.985124,2128.0,13,5.785123967,4,1.619834711,2.652727273,0,1.851239669,2,0.595041322,2,1.818181818,0.0,6.727272727,8,4,6.0,1.272727273,2,2.0,1.454545455,8,2.380165289,0.727272727,3.454545455,6,1.851239669,2,15.69136364,22.135,8.382644628,9.105,9.105,0.0,194,1,1.33
Dy2Zr2O7,1080.0,3,24.36363636,58,20.82644628,8,8.0,69.0,56,22.90909091,87,87.0,2073.2,856.985124,2128.0,13,5.785123967,4,1.619834711,2.652727273,0,1.851239669,2,0.595041322,2,1.818181818,0.0,6.727272727,8,4,6.0,1.272727273,2,2.0,1.454545455,8,2.380165289,0.727272727,3.454545455,6,1.851239669,2,15.69136364,22.135,8.382644628,9.105,9.105,0.0,194,1,1.35
Dy2Zr2O7,1180.0,3,24.36363636,58,20.82644628,8,8.0,69.0,56,22.90909091,87,87.0,2073.2,856.985124,2128.0,13,5.785123967,4,1.619834711,2.652727273,0,1.851239669,2,0.595041322,2,1.818181818,0.0,6.727272727,8,4,6.0,1.272727273,2,2.0,1.454545455,8,2.380165289,0.727272727,3.454545455,6,1.851239669,2,15.69136364,22.135,8.382644628,9.105,9.105,0.0,194,1,1.32
Y2Zr2O7,300.0,3,19.45454545,32,14.5785124,8,8.0,65.54545455,75,27.30578512,87,87.0,2073.2,883.3652893,2128.0,13,5.785123967,3,1.388429752,2.652727273,0,1.851239669,2,0.694214876,2,0.0,0.0,5.090909091,3,3,6.0,1.272727273,2,2.0,3.090909091,9,3.933884298,0.0,4.363636364,7,3.008264463,2,15.89590909,23.26,8.642975207,9.105,9.105,0.0,194,1,2.35
Y2Zr2O7,380.0,3,19.45454545,32,14.5785124,8,8.0,65.54545455,75,27.30578512,87,87.0,2073.2,883.3652893,2128.0,13,5.785123967,3,1.388429752,2.652727273,0,1.851239669,2,0.694214876,2,0.0,0.0,5.090909091,3,3,6.0,1.272727273,2,2.0,3.090909091,9,3.933884298,0.0,4.363636364,7,3.008264463,2,15.89590909,23.26,8.642975207,9.105,9.105,0.0,194,1,2.17
Y2Zr2O7,480.0,3,19.45454545,32,14.5785124,8,8.0,65.54545455,75,27.30578512,87,87.0,2073.2,883.3652893,2128.0,13,5.785123967,3,1.388429752,2.652727273,0,1.851239669,2,0.694214876,2,0.0,0.0,5.090909091,3,3,6.0,1.272727273,2,2.0,3.090909091,9,3.933884298,0.0,4.363636364,7,3.008264463,2,15.89590909,23.26,8.642975207,9.105,9.105,0.0,194,1,1.97
Y2Zr2O7,580.0,3,19.45454545,32,14.5785124,8,8.0,65.54545455,75,27.30578512,87,87.0,2073.2,883.3652893,2128.0,13,5.785123967,3,1.388429752,2.652727273,0,1.851239669,2,0.694214876,2,0.0,0.0,5.090909091,3,3,6.0,1.272727273,2,2.0,3.090909091,9,3.933884298,0.0,4.363636364,7,3.008264463,2,15.89590909,23.26,8.642975207,9.105,9.105,0.0,194,1,1.83
Y2Zr2O7,680.0,3,19.45454545,32,14.5785124,8,8.0,65.54545455,75,27.30578512,87,87.0,2073.2,883.3652893,2128.0,13,5.785123967,3,1.388429752,2.652727273,0,1.851239669,2,0.694214876,2,0.0,0.0,5.090909091,3,3,6.0,1.272727273,2,2.0,3.090909091,9,3.933884298,0.0,4.363636364,7,3.008264463,2,15.89590909,23.26,8.642975207,9.105,9.105,0.0,194,1,1.76
Y2Zr2O7,780.0,3,19.45454545,32,14.5785124,8,8.0,65.54545455,75,27.30578512,87,87.0,2073.2,883.3652893,2128.0,13,5.785123967,3,1.388429752,2.652727273,0,1.851239669,2,0.694214876,2,0.0,0.0,5.090909091,3,3,6.0,1.272727273,2,2.0,3.090909091,9,3.933884298,0.0,4.363636364,7,3.008264463,2,15.89590909,23.26,8.642975207,9.105,9.105,0.0,194,1,1.73
Y2Zr2O7,880.0,3,19.45454545,32,14.5785124,8,8.0,65.54545455,75,27.30578512,87,87.0,2073.2,883.3652893,2128.0,13,5.785123967,3,1.388429752,2.652727273,0,1.851239669,2,0.694214876,2,0.0,0.0,5.090909091,3,3,6.0,1.272727273,2,2.0,3.090909091,9,3.933884298,0.0,4.363636364,7,3.008264463,2,15.89590909,23.26,8.642975207,9.105,9.105,0.0,194,1,1.8
Y2Zr2O7,980.0,3,19.45454545,32,14.5785124,8,8.0,65.54545455,75,27.30578512,87,87.0,2073.2,883.3652893,2128.0,13,5.785123967,3,1.388429752,2.652727273,0,1.851239669,2,0.694214876,2,0.0,0.0,5.090909091,3,3,6.0,1.272727273,2,2.0,3.090909091,9,3.933884298,0.0,4.363636364,7,3.008264463,2,15.89590909,23.26,8.642975207,9.105,9.105,0.0,194,1,1.75
Y2Zr2O7,1080.0,3,19.45454545,32,14.5785124,8,8.0,65.54545455,75,27.30578512,87,87.0,2073.2,883.3652893,2128.0,13,5.785123967,3,1.388429752,2.652727273,0,1.851239669,2,0.694214876,2,0.0,0.0,5.090909091,3,3,6.0,1.272727273,2,2.0,3.090909091,9,3.933884298,0.0,4.363636364,7,3.008264463,2,15.89590909,23.26,8.642975207,9.105,9.105,0.0,194,1,1.7
Er2Zr2O7,300.0,3,24.72727273,60,21.2892562,8,8.0,69.72727273,52,21.98347107,87,87.0,2073.2,876.6545455,2128.0,13,5.785123967,4,1.619834711,2.656363636,0,1.851239669,2,0.595041322,2,2.181818182,0.0,7.090909091,10,4,6.0,1.272727273,2,2.0,1.454545455,8,2.380165289,0.363636364,3.090909091,6,1.785123967,2,15.57227273,21.48,8.23107438,9.105,9.105,0.0,194,1,1.9
Er2Zr2O7,380.0,3,24.72727273,60,21.2892562,8,8.0,69.72727273,52,21.98347107,87,87.0,2073.2,876.6545455,2128.0,13,5.785123967,4,1.619834711,2.656363636,0,1.851239669,2,0.595041322,2,2.181818182,0.0,7.090909091,10,4,6.0,1.272727273,2,2.0,1.454545455,8,2.380165289,0.363636364,3.090909091,6,1.785123967,2,15.57227273,21.48,8.23107438,9.105,9.105,0.0,194,1,1.75
Er2Zr2O7,480.0,3,24.72727273,60,21.2892562,8,8.0,69.72727273,52,21.98347107,87,87.0,2073.2,876.6545455,2128.0,13,5.785123967,4,1.619834711,2.656363636,0,1.851239669,2,0.595041322,2,2.181818182,0.0,7.090909091,10,4,6.0,1.272727273,2,2.0,1.454545455,8,2.380165289,0.363636364,3.090909091,6,1.785123967,2,15.57227273,21.48,8.23107438,9.105,9.105,0.0,194,1,1.67
Er2Zr2O7,580.0,3,24.72727273,60,21.2892562,8,8.0,69.72727273,52,21.98347107,87,87.0,2073.2,876.6545455,2128.0,13,5.785123967,4,1.619834711,2.656363636,0,1.851239669,2,0.595041322,2,2.181818182,0.0,7.090909091,10,4,6.0,1.272727273,2,2.0,1.454545455,8,2.380165289,0.363636364,3.090909091,6,1.785123967,2,15.57227273,21.48,8.23107438,9.105,9.105,0.0,194,1,1.6
Er2Zr2O7,680.0,3,24.72727273,60,21.2892562,8,8.0,69.72727273,52,21.98347107,87,87.0,2073.2,876.6545455,2128.0,13,5.785123967,4,1.619834711,2.656363636,0,1.851239669,2,0.595041322,2,2.181818182,0.0,7.090909091,10,4,6.0,1.272727273,2,2.0,1.454545455,8,2.380165289,0.363636364,3.090909091,6,1.785123967,2,15.57227273,21.48,8.23107438,9.105,9.105,0.0,194,1,1.57
